id,brid,brdate,itemid,itembarcode,itemname,quantity,supplierid,prixachatht,prixdeventeht,prixachat,prixvente,tauxtva,remise,montant,totaltva,lot
2592,51,2024-09-05,2276,6192000718895,Pure Line Savon Liquide Menthe & Citron 200ml,1.0,1,1.176,1.68,1.399,2.0,19.0,0.0,1.399,0.223,
2593,51,2024-09-05,417,6931717812478,CARTHAGE  R20 B2,1.0,1,3.188,4.119,3.793,4.9,19.0,15.0,3.794,0.606,
2594,51,2024-09-05,748,6195100300014,Papier Aluminium 8M STARK,2.0,1,2.161,2.518,2.571,3.0,19.0,25.0,5.143,0.821,
2595,51,2024-09-05,1788,6192017316053,A/Shp Rojanet,1.0,1,2.141,2.799,2.547,3.33,19.0,30.0,2.548,0.407,
2596,44,2024-08-30,133,4005900755247,NIVEA  DEO HOMME  FRESH ACTIVE 200ML,5.0,1,8.075,8.908,9.609,10.6,19.0,15.0,48.046,7.671,
2597,44,2024-08-30,479,3600550964646,NARTA DEO INVISMAX HOMME  200 ML,6.0,1,10.35,11.176,12.317,13.3,19.0,10.0,73.899,11.799,
2598,52,2024-09-05,2306,6130793002081,Molfix Couche Nrml T3,1.0,8,12.145,13.864,14.453,16.5,19.0,3.0,14.453,2.308,
2599,52,2024-09-05,2327,6130793004054,Molfix Couche T1,6.0,8,4.891,6.303,5.82,7.5,19.0,3.0,34.922,5.576,
2602,53,2024-09-06,2272,6192409003943,Dexel Omo Citron 5 kg,7.0,18,10.596,12.604,12.61,15.0,19.0,3.0,88.265,14.093,
2603,53,2024-09-06,2271,6192409006333,Dexel Omo  Savon de marseille 10 kg,9.0,18,19.97,23.952,23.765,28.5,19.0,3.0,213.879,34.149,
2604,54,2024-09-10,2441,6192457501903,Lave main Dumax péche 1L,1.0,8,4.559,5.499,4.559,5.5,0.0,0.0,4.559,0.0,
2605,54,2024-09-10,2439,6192457503082,Lave main Dumax lait de miel 1L,1.0,8,4.559,5.499,4.559,5.5,0.0,0.0,4.559,0.0,
2606,54,2024-09-10,2438,6192457503075,Lave main Dumax fruit rouge 1L,1.0,8,4.559,5.499,4.559,5.5,0.0,0.0,4.559,0.0,
2607,54,2024-09-10,2439,6192457503082,Lave main Dumax lait de miel 1L,1.0,8,4.559,5.499,4.559,5.5,0.0,0.0,4.559,0.0,
2608,54,2024-09-10,1048,6192409003998,Dex Gel machine Auto Doré 3L,1.0,8,12.064,13.868,14.356,16.5,19.0,3.0,14.356,2.292,
2609,55,2024-09-10,2683,8886467018411,Zed oxifresh 5en1 lemon 1KG,48.0,1,4.833,5.8,4.833,5.8,0.0,0.0,231.984,0.0,
2610,55,2024-09-10,2681,8886467018336,Xomo rose scent 1.2KG,48.0,1,7.5,8.7,7.5,8.7,0.0,0.0,360.0,0.0,
2611,55,2024-09-10,2682,8886467018282,Xomo lemon scent 300G,80.0,1,1.9,2.301,1.9,2.3,0.0,0.0,152.0,0.0,
2612,56,2024-09-13,2618,6192400682154,Peaudouce lingettes  S/Alcool 40 P,1.0,11,3.0,3.9,3.0,3.9,0.0,0.0,3.0,0.0,
2613,56,2024-09-13,1784,6192400682123,Lingette Bébé Peaudouce 40 P,1.0,11,3.0,3.9,3.0,3.9,0.0,0.0,3.0,0.0,
2619,57,2024-09-18,2209,6192477630034,Lilas Javel parfumer Citron 1.5 L,4.0,4,2.749,3.277,3.271,3.9,19.0,0.0,13.085,2.089,
2620,57,2024-09-18,968,6192477630041,Lilas Javel Classic 3L,2.0,4,2.966,3.613,3.53,4.3,19.0,0.0,7.059,1.127,
2628,59,2024-09-20,1451,6192400644794,Peaudouce Couche Confort T6,4.0,21,12.184,13.362,14.499,15.9,19.0,0.0,57.996,9.26,
2629,59,2024-09-20,1449,6192400644770,Peaudouce Couche Confort T4,12.0,21,14.5,15.901,14.5,15.9,0.0,0.0,174.0,0.0,
2630,59,2024-09-20,1515,6221155091680,Signal brosse a Dents  3+1,2.0,21,4.201,5.461,4.999,6.5,19.0,0.0,9.998,1.596,
2631,59,2024-09-20,1516,8710522610329,Brosse a dents Soin complet x2,4.0,21,3.109,3.864,3.7,4.6,19.0,0.0,14.799,2.363,
2673,60,2024-09-23,1867,8710908052040,Axe Déodorant Black Night 150ML,7.0,24,6.429,7.142,7.651,8.5,19.0,0.0,53.554,8.551,
2674,60,2024-09-23,1871,8720181030222,Axe Déodorant Gold Temptation 150ML,12.0,24,6.429,7.142,7.651,8.5,19.0,0.0,91.806,14.658,
2675,60,2024-09-23,2372,8720181031625,Axe Déodorant Apollo 150ML,24.0,24,6.428,7.141,7.649,8.5,19.0,0.0,183.584,29.312,
2676,60,2024-09-23,1872,8720181027390,Axe Déodorant You 150ML,2.0,24,6.429,7.142,7.651,8.5,19.0,0.0,15.301,2.443,
2677,60,2024-09-23,1870,8720181031595,Axe Déodorant Anarchy For Him 150ML,1.0,24,6.428,7.226,7.649,8.6,19.0,0.0,7.649,1.221,
2687,61,2024-10-03,1672,6192409004414,Tablette Lave-vaisselle 20 Tabs,12.0,8,10.902,13.448,12.973,16.0,19.0,3.0,155.681,24.857,
2688,61,2024-10-03,1159,6192409005503,Dex poudre main rose 280 G,1.0,8,1.115,1.6,1.115,1.6,0.0,0.0,1.115,0.0,
2689,61,2024-10-03,2267,6192409005763,Det poudre main Fresh Bleu  280 gr,1.0,8,1.324,1.595,1.576,1.9,19.0,3.0,1.576,0.252,
2690,61,2024-10-03,2438,6192457503075,Dumax lave main fruit rouge 1L,1.0,8,4.559,5.499,4.559,5.5,0.0,0.0,4.559,0.0,
2691,61,2024-10-03,2145,6192409005718,Dex savon Liquide  Lavande  350 ml,1.0,8,2.201,2.686,2.619,3.2,19.0,3.0,2.619,0.418,
2692,61,2024-10-03,2632,6192409006593,DET lot vaissaille 2.5L+2.5,1.0,8,17.16,20.698,17.16,20.7,0.0,0.0,17.16,0.0,
