id,EAN,itemname,updatedate,itemstock,oldbuyprice,oldsellprice,newbuyprice,newsellprice,username,itemid
4994,6192409004995,Lavax tablettes lave vaiselle 40p,2025-01-08,15.0,19.4361034,23.4982490106,19.436,23.498,Admin,1698
4995,6192409002472,DET gel machine 3L+1L LOT,2025-01-08,4.0,17.9447478,22.5027137412,17.945,22.5,Admin,1056
4996,6192409005664,DEX lave main 1L coeur de fruits,2025-01-08,13.0,4.559,5.4990658,4.559,5.499,Admin,1093
4997,6192409006135,DET poudre main Fresh Rose 280 gr,2025-01-08,34.0,1.5756195,1.8986214975,1.576,1.899,Admin,2266
4998,6192409005701,DEX lave main 1L zestes de fraicheur,2025-01-08,13.0,4.559,5.4990658,4.559,5.499,Admin,1090
4999,6192409005541,DET SAVON MARSEILLE 280G,2025-01-08,32.0,1.416,1.6,1.416,1.8,Admin,1127
5000,3178041341646,K2R Pistolet Anti tache Super Power 550 ml,2025-01-08,6.0,16.0055238,19.8228412263,16.006,19.9,Admin,2261
5001,6192409002748,LAVAX GEL LAVE VAISSELLE 720 ml,2025-01-08,12.0,15.0347575,17.7861181225,15.035,17.799,Admin,1085
5002,6192409005428,Dexel gel machine 3L blue flower,2025-01-08,4.0,11.5984064,14.6023936576,11.598,14.6,Admin,1046
5003,6192409006197,Dexel Gel Machine Blue Flower 5 L,2025-01-08,3.0,16.2964074,19.90117271688,16.296,19.899,Admin,2269
5004,6192409004186,Dex gel machine 3L auto Blue,2025-01-08,4.0,14.3560291,16.50225545045,14.356,16.5,Admin,1047
5005,6192409003998,Dex gel machine 3L Auto Doré,2025-01-08,3.0,14.3560291,16.50225545045,14.356,16.9,Admin,1048
5006,6192409003981,Dex gel machine 3L Auto Rose,2025-01-08,3.0,14.356,16.5,14.356,16.9,Admin,1049
5007,6192409004186,Dex gel machine 3L auto Blue,2025-01-08,4.0,14.356,16.5,14.356,16.9,Admin,1047
5008,6192457800365,ROSS CLEAN desorisant dose concentré pour 3/5L,2025-01-08,50.0,0.727209,1.00354842,0.727,1.0,Admin,2861
5009,5010287314504,Dr Beckmann 650 ml Nettoyant de tapis,2025-01-08,6.0,11.2455,13.50022275,11.246,13.5,Admin,1701
5010,4008455456218,Vaisselle Poudre DR Beckmann 75g,2025-01-08,9.0,7.497,9.2977794,7.497,9.3,Admin,1699
5011,6192465801620,Zynia lave main Bergamote 370 ML,2025-01-08,0.0,2.921,3.5,2.758,3.5,Admin,1704
5012,6192465801552,Zynia lave main  Miel Melon 370 ML,2025-01-08,0.0,2.921,3.5,2.758,3.5,Admin,1705
5013,6192465801583,Zynia lave main  Jasmin Neroli 370 ML,2025-01-08,0.0,2.921,3.5,2.758,3.5,Admin,1706
5014,6192465801835,Zynia lave main Pink Trip 370 ML,2025-01-08,0.0,2.921,3.5,2.758,3.5,Admin,1703
5015,6192465801941,Zynia lave main Citron Cuisine 370 ML,2025-01-08,0.0,2.921,3.5,2.758,3.5,Admin,2277
5016,6192465802610,Zynia Gel Douche Marine 1000mL,2025-01-08,0.0,6.49,8.5,6.13,8.5,Admin,2279
5017,6192465802603,Zynia Gel Douche Peche-Abricot 1000mL,2025-01-08,0.0,6.49,7.5,6.13,8.439,Admin,2280
5018,6192465802603,Zynia Gel Douche Peche-Abricot 1000mL,2025-01-08,0.0,6.13,8.439,6.13,8.5,Admin,2280
5019,6192465802580,Zynia Gel Douche Pink Trip 1000mL,2025-01-08,2.0,6.49,7.5,6.13,8.5,Admin,2281
5020,6192465802801,Zynia Gel Douche Monoi 1000mL,2025-01-08,0.0,6.49,8.5,6.13,8.5,Admin,2278
5021,6192465801842,Zynia shp effet boucles 250 ml,2025-01-08,0.0,10.216,10.216,10.216,13.9,Admin,3077
5022,6192465801392,Zynia Body Splash Sublime 250mL,2025-01-08,1.0,9.735,11.5,9.195,11.5,Admin,2283
5023,6192465800128,Aseptika Bain Bouche Regular 350 ml,2025-01-08,2.0,4.11,5.4,3.882,5.4,Admin,1708
5024,6192465800111,Aseptika Bain Bouche Whitenning 350 ml,2025-01-08,0.0,4.11,5.4,3.882,5.4,Admin,1707
5025,6192465800012,Zynia eau micemmaire 250 ml,2025-01-08,6.0,6.6404975,8.300621875,6.64,8.3,Admin,3075
5026,6192465802603,Zynia Gel Douche Peche-Abricot 1000mL,2025-01-08,12.0,6.12969,8.500041123,6.13,7.5,Admin,2280
5027,6192465802801,Zynia Gel Douche Monoi 1000mL,2025-01-08,12.0,6.12969,8.500041123,6.13,7.5,Admin,2278
5028,6192465802580,Zynia Gel Douche Pink Trip 1000mL,2025-01-08,14.0,6.12969,8.500041123,6.13,7.5,Admin,2281
5029,6192465800128,Aseptika Bain Bouche Regular 350 ml,2025-01-08,8.0,3.882137,5.400052567,3.882,4.9,Admin,1708
5030,6192465800111,Aseptika Bain Bouche Whitenning 350 ml,2025-01-08,6.0,3.882137,5.400052567,3.882,4.9,Admin,1707
5031,6192465801583,Zynia lave main  Jasmin Neroli 370 ML,2025-01-08,12.0,2.7583605,3.5003594745,2.758,3.5,Admin,1706
5032,6192465802610,Zynia Gel Douche Marine 1000mL,2025-01-08,12.0,6.12969,8.500041123,6.13,7.5,Admin,2279
5033,6192465800012,Zynia eau micemmaire 250 ml,2025-01-08,6.0,6.64,8.3,6.64,8.9,Admin,3075
5034,6192465800142,Zynia gel nettoyant miel 250 ml,2025-01-08,3.0,9.9096655,12.89941158135,9.91,12.899,Admin,3074
5035,6192465802528,Zynia crème de soin cheveux boucles 200 ml,2025-01-08,6.0,9.7053425,12.69944066125,9.705,12.699,Admin,3080
5036,6192465800029,Zynia gel pur aloé vera 250 ml,2025-01-08,12.0,8.6837275,10.99967762425,8.684,10.9,Admin,3079
5037,6192465801743,Zynia masque cheveux effet lissant 500 gr,2025-01-08,6.0,13.7918025,18.199662579,13.792,16.901,Admin,3068
5038,6192465802481,Zynia masque cheveux effet boucles 500 gr,2025-01-08,6.0,13.7918025,18.199662579,13.792,16.901,Admin,3069
5039,6192465802474,Zynia masque cheveux effet volume 500 gr,2025-01-08,6.0,13.7918025,18.199662579,13.792,16.901,Admin,3070
5040,6192465800524,Zynia shp effet lissant 250 ml,2025-01-08,6.0,10.21615,13.90009369,10.216,12.9,Admin,3078
5041,6192465800531,Zynia shp effet volume 250 ml,2025-01-08,6.0,10.7269575,13.8999915285,10.727,13.9,Admin,3076
5042,6192465802474,Zynia masque cheveux effet volume 500 gr,2025-01-08,6.0,13.792,16.901,13.792,17.901,Admin,3070
5043,6192465801842,Zynia shp effet boucles 250 ml,2025-01-08,6.0,10.21615,13.90009369,10.216,12.9,Admin,3077
5044,6192465802696,Zynia shp effet boucles 500 ml,2025-01-08,6.0,14.8134175,19.70036393325,14.813,17.9,Admin,3065
5045,6192465802672,Zynia shp effet lissant 500 ml,2025-01-08,6.0,14.8134175,19.70036393325,14.813,17.9,Admin,3066
5046,6192465802689,Zynia shp effet volume 500 ml,2025-01-08,6.0,14.8134175,19.70036393325,14.813,18.9,Admin,3067
5047,6192465802559,Zynia bille femme secret de muguet 50 ml,2025-01-08,6.0,4.699429,5.8987232808,4.699,5.899,Admin,3071
5048,6192465802542,Zynia bille femme douceur magnolia 50 ml,2025-01-08,6.0,4.699429,5.8987232808,4.699,5.899,Admin,3072
5049,6192465802535,Zynia bille femme fleur de coton 50 ml,2025-01-08,5.0,4.699429,5.8987232808,4.699,5.899,Admin,3073
5050,6192465802528,Zynia crème de soin cheveux boucles 200 ml,2025-01-08,6.0,9.705,12.699,9.705,12.9,Admin,3080
5051,6192011803719,Lilas Clip Ultra Nuit 9,2025-01-08,8.0,3.007,3.8,3.007,3.801,Admin,2213
5052,6192430018503,Dixan poudre machine savon de marseille 4KG,2025-01-09,7.0,21.461,27.9,21.461,23.9,Admin,1553
5053,3600542556699,Garnier U.D OIL REP AVOCAT 200ML,2025-01-09,1.0,10.496,13.899,10.496,11.9,Admin,462
5054,3600542556705,Garnier U.D Oil Réplacement  Trésor de Miel 200mL,2025-01-09,3.0,10.496,13.9,10.496,11.9,Admin,1649
5055,6192319104716,Lilas extreme lave mains bergamote 380 ML,2025-01-10,3.0,0.02924,0.03602368,2.924,3.597,Admin,2888
5056,6192319100497,Lilas Shp Extrem Anti-Pelliculaire 350mL,2025-01-10,6.0,3.45,4.1262,3.45,5.506,Admin,2563
5057,6192319100497,Lilas Shp Extrem Anti-Pelliculaire 350mL,2025-01-10,6.0,3.45,5.506,3.45,5.5,Admin,2563
5058,3600523193295,MAGIC RETOUCH 2 CHATIN FONCEE,2025-01-10,3.0,17.8024,23.098614,20.944,23.099,Admin,228
5059,6291069727203,Dabur dentifrices 120+50gr original miswak,2025-01-11,3.0,3.5105,4.598755,3.511,4.599,Admin,2732
5060,5022496181174,Dabur dentifrices 75gr herbel salt et lemon,2025-01-11,51.0,4.24116,5.59776,4.241,5.6,Admin,2731
5061,5022496181211,Dabur dentifrices 150gr herbel mint et lemon,2025-01-11,53.0,4.24116,5.59776,4.241,4.9,Admin,2730
5062,6291069700299,Dabur dentifrices 150gr herbel basil,2025-01-11,50.0,4.24116,5.59776,4.241,4.9,Admin,2729
5063,5022496181174,Dabur dentifrices 75gr herbel salt et lemon,2025-01-11,51.0,4.241,5.6,4.241,4.9,Admin,2731
5064,6291069727203,Dabur dentifrices 120+50gr original miswak,2025-01-11,51.0,3.15945,5.59776,3.159,3.896,Admin,2732
5065,6291069727203,Dabur dentifrices 120+50gr original miswak,2025-01-11,51.0,3.159,3.896,3.159,4.9,Admin,2732
5066,6291069706468,Vatika a/shp spanish garlic 200 ml,2025-01-11,0.0,1.0,1.01,4.83,9.999,Admin,3086
5067,3610340653667,Elsève shp STRAIGHT 72H 400ML,2025-01-11,5.0,18.635,20.799,18.635,19.899,Admin,186
5068,3610340038075,Elsève shp H.EXT CHEVEUX SECS 400ML,2025-01-11,6.0,18.84246,20.800191594,18.842,19.9,Admin,184
5069,3610340023019,Elsève shp H.EXT CHEVEUX NORMAUX 400ML,2025-01-11,4.0,18.842,22.801,18.842,19.9,Admin,183
5070,3610340636547,Elsève shp DREAM LONG 400ML,2025-01-11,5.0,18.842,20.8,18.842,19.9,Admin,181
5071,3610340007071,Elsève shp COLOR-VIVE  400ML,2025-01-11,6.0,18.84246,20.800191594,18.842,19.9,Admin,182
5072,3610340653681,Elsève a/shp STRAIGHT 72H 200ML,2025-01-11,5.0,11.567,13.799,11.567,12.899,Admin,187
5073,3610340636790,Elsève a/shp DREAM LONG 200ML,2025-01-11,6.0,11.567,13.8,11.567,12.899,Admin,189
5074,3610340006500,Elsève a/shp NUTRI FILTRE 200ML,2025-01-11,6.0,11.5668,13.7991924,11.567,12.899,Admin,192
5075,3610340020346,Elsève a/shp H.EXT CHEVEUX NORMAUX 200ML,2025-01-11,5.0,11.567,13.8,11.567,12.899,Admin,190
5076,3610340006746,Elsève a/shp TOTAL REPAIR 5 - 200ML,2025-01-11,6.0,11.567,13.8,11.567,12.9,Admin,193
5077,3610340020346,Elsève a/shp H.EXT CHEVEUX NORMAUX 200ML,2025-01-11,5.0,11.567,12.899,11.567,12.9,Admin,190
5078,3610340006500,Elsève a/shp NUTRI FILTRE 200ML,2025-01-11,6.0,11.567,12.899,11.567,12.9,Admin,192
5079,3610340636790,Elsève a/shp DREAM LONG 200ML,2025-01-11,6.0,11.567,12.899,11.567,12.9,Admin,189
5080,3610340653681,Elsève a/shp STRAIGHT 72H 200ML,2025-01-11,5.0,11.567,12.899,11.567,12.9,Admin,187
5081,3610340017476,ELSÉVE OIL REP H.EXTRA 300ML,2025-01-11,4.0,19.278,23.0,19.278,22.9,Admin,199
5082,3610340028557,ELSÉVE OIL REP TOTAL REPAIR 5 300ML,2025-01-11,4.0,19.278,23.0,19.278,22.9,Admin,200
5083,3610340653872,ELSÉVE OIL REP D.L STRAIGHT 300ML,2025-01-11,4.0,20.188,23.0,20.188,23.901,Admin,196
5084,3610340650697,ELSÉVE OIL REP FULL RESIST 300ML,2025-01-11,7.0,20.188,23.0,20.188,23.901,Admin,197
5085,6291069742138,Vatika SHP shea butter 425 ML,2025-01-12,6.0,9.189,12.0,9.189,10.9,Admin,2754
5086,6291069742152,Vatika SHP avocado oil 425 ML,2025-01-12,11.0,9.189,12.0,9.189,10.9,Admin,2753
5087,6291069201420,Vatika hot oil traitement cactus et garlic 500 kg,2025-01-12,9.0,10.603,13.8,10.603,12.901,Admin,2745
5088,6291069201314,Vatika hot oil traitement honey et egg 500 kg,2025-01-12,1.0,10.603,13.8,10.603,12.901,Admin,2743
5089,6291069704075,Vatika hot oil traitement garlic 500 kg,2025-01-12,3.0,10.603,13.8,10.603,12.901,Admin,2742
5090,6291069716146,Vatika hot oil traitement argan 500 kg,2025-01-12,2.0,10.603,13.8,10.603,12.901,Admin,2741
5091,6291069201413,Vatika hot oil traitement olive el almond 500 kg,2025-01-12,1.0,10.603,13.8,10.603,12.901,Admin,2744
5092,6192002408664,Judy Linge Lavande Auto  2.6L,2025-01-12,24.0,16.501,17.9,16.501,16.501,Admin,1635
5093,6192002408541,Judy linge Flower auto 2.6 L,2025-01-12,6.0,13.8,17.899,13.8,16.501,Admin,1274
5094,6192002408558,Judy linge savon auto 2.6 L,2025-01-12,2.0,15.0,17.505,15.0,16.5,Admin,1273
5095,6192477622442,Lilas gel machine active power 5L,2025-01-12,3.0,25.35057,29.300188806,25.351,29.3,Admin,943
5096,6192477623388,Lilas gel machine savon de marseille  2.5L,2025-01-12,0.0,16.9,17.899,16.9,19.9,Admin,1879
5097,6192477624491,Lilas gel machine blanc 2.5L,2025-01-12,2.0,14.499,17.899,14.499,16.9,Admin,2404
5098,6192477624460,Lilas gel machine rose 2.5L,2025-01-12,1.0,14.49896,17.89896612,14.499,16.9,Admin,2403
5099,6192477624477,Lilas gel machine rouge 2.5L,2025-01-12,5.0,14.49896,17.89896612,14.499,16.9,Admin,2402
5100,6192477622169,Lilas gel machine active power 3L,2025-01-12,2.0,16.15068,17.899798644,16.151,18.9,Admin,945
5101,6192477622176,Lilas gel machine clean power 3L,2025-01-12,5.0,16.15068,17.899798644,16.151,18.9,Admin,944
5102,6192477610517,Lilas poudre machine Enzymax 5KG,2025-01-12,3.0,21.798,24.0,21.798,24.9,Admin,951
5103,5000394011625,Duracell AAA 1,2025-01-12,21.0,2.632518,2.9505261744,2.632,3.201,Admin,2382
5104,5000394152526,DURACELL  AAA 6 EXTRA LIFE,2025-01-12,4.0,15.79725,17.5,15.797,18.8,Admin,403
5105,5000394127050,Duracell AA 4 * 15 extra life,2025-01-12,4.0,15.79725,18.0,15.797,18.0,Admin,2902
5106,5000394127050,Duracell AA 4 * 15 extra life,2025-01-12,4.0,15.797,18.0,15.797,17.9,Admin,2902
5107,3610340670909,Garnier U.D shp rice water infusion et strach 400 ML,2025-01-12,4.0,14.94045,19.70047737,14.94,16.901,Admin,2876
5108,3610340232411,Garnier U.D SHP TRÉSOR DE MIEL 200ML,2025-01-12,3.0,8.257,10.999,8.257,9.6,Admin,3
5109,3610340634284,Garnier U.D SHP LAIT D'AMANDE NOURRICIE 200ML,2025-01-12,2.0,8.166,10.999,8.166,9.6,Admin,7
5110,3610340232381,Garnier U.D SHP CAMOMILLE / MIEL DE FLEUR 200ML,2025-01-12,2.0,8.166,10.999,8.166,9.6,Admin,5
5111,3610340232435,Garnier U.D SHP AVOCAT -KARITÉ 200ML,2025-01-12,4.0,8.257,10.999,8.257,9.6,Admin,1
5112,3610340232428,Garnier U.D SHP RICIN ET D'AMANDE 200ML,2025-01-12,14.0,8.257,10.999,8.257,9.6,Admin,4
5113,3610340318481,Garnier U.D SHP OLIVE MYTHIQUE 200ML,2025-01-12,8.0,8.257,10.999,8.257,9.6,Admin,2
5114,3610340670947,Garnier U.D shp rice water infusion et strach 200 ML,2025-01-12,3.0,8.461,10.999,8.461,9.6,Admin,2875
5115,3610340652370,Garnier U.D SHP CHARBON NOIR ET HUILE DE NIGELLE 200ML,2025-01-12,9.0,8.257,10.999,8.257,9.6,Admin,6
5116,3058320002034,Mixa créme soin mains abimées 100ML,2025-01-12,9.0,16.0531,18.00355165,16.053,18.004,Admin,2874
5117,3058320002041,Mixa créme soin mains séches 100ML,2025-01-12,6.0,14.80955,17.0,14.81,17.0,Admin,2873
5118,3574661325842,Johnson Cologne Brise marine 100 ml,2025-01-14,7.0,6.4736,7.49901824,6.474,7.499,Admin,2378
5119,000003400036,Jaspé EDP femme Adula 30 ML,2025-01-14,5.0,10.7695,10.7695,10.77,14.0,Admin,3036
5120,6192430021251,Souplesse deo femme sensuel 200 ml,2025-01-14,0.0,6.084,7.799,5.112,7.1,Admin,3095
5121,6192430021268,Souplesse deo femme divine moments 200 ml,2025-01-14,0.0,6.084,7.799,5.112,7.1,Admin,3096
5122,6192430021220,Souplesse deo femme fruité 200 ml,2025-01-14,0.0,6.084,7.799,5.112,7.1,Admin,3097
5123,6192430021244,Souplesse deo femme lpanema nights 200 ml,2025-01-14,0.0,6.084,7.799,5.112,7.1,Admin,3093
5124,6192430021237,Souplesse deo homme energy 200 ml,2025-01-14,0.0,6.084,7.799,5.112,7.1,Admin,3091
5125,6192430003806,Souplesse deo homme minéral 200 ml,2025-01-14,0.0,6.084,7.799,5.112,7.1,Admin,3092
5126,6192430019357,Souplesse deo homme dark passion 200 ml,2025-01-14,0.0,6.084,7.799,5.112,7.1,Admin,3094
5127,6192430009228,Syoss Shp  Keratin 500 ml,2025-01-14,12.0,7.428,9.7002252,7.427,9.699,Admin,1562
5128,6192430016578,Nadhif gel machine 3L Savon de marseille,2025-01-14,4.0,17.183,19.7999709,17.183,19.9,Admin,1551
5129,4015000944052,Syoss A/SHP  Repair 500 ml,2025-01-14,12.0,7.259,8.9031635,7.933,10.7,Admin,1567
5130,6192430017254,Syoss shp clean et cool 500 ML,2025-01-14,14.0,7.427,9.6989193,7.428,9.7,Admin,2818
5131,6192430009228,Syoss Shp  Keratin 500 ml,2025-01-14,12.0,7.427,9.699,7.428,9.7,Admin,1562
5132,6281031248720,Syoss shp Oleo Care 500 ml,2025-01-14,13.0,7.4272422,9.69923558898,7.428,9.7,Admin,2510
5133,6192430012433,Syoss Shp  Ceramide  500 ml,2025-01-14,16.0,7.4272422,9.69923558898,7.428,9.7,Admin,1561
5134,6192430016981,Nadhif gel machine 3L Bleu,2025-01-14,4.0,17.183,19.8996323,17.183,19.9,Admin,1550
5135,6192430019401,Nadhif gel machine 3L rose,2025-01-14,5.0,17.183,19.8996323,17.183,19.9,Admin,2812
5136,6192430017155,Nadhif poudre main savon de marseille 1 kg,2025-01-14,6.0,5.994,7.2,5.994,6.9,Admin,3098
5137,6192430017162,Nadhif poudre mains regular 1 kg,2025-01-14,7.0,5.9175249,6.8998340334,6.815,7.946,Admin,2922
5138,6192430017155,Nadhif poudre main savon de marseille 1 kg,2025-01-14,6.0,5.994,6.9,5.937,6.9,Admin,3098
5139,6192430017162,Nadhif poudre mains regular 1 kg,2025-01-14,7.0,6.815,7.946,5.726,6.7,Admin,2922
5140,6192430017162,Nadhif poudre mains regular 1 kg,2025-01-14,7.0,5.726,6.7,5.727,6.701,Admin,2922
5141,6192430021268,Souplesse deo femme 200ML divine moments,2025-01-14,6.0,5.112121,7.1002248569,5.444,6.5,Admin,3096
5142,6192430021237,Souplesse deo 200ML homme energy,2025-01-14,6.0,5.112121,7.1002248569,5.444,6.5,Admin,3091
5143,6192430021251,Souplesse deo femme 200ML sensuel,2025-01-14,6.0,5.112121,7.1002248569,4.575,5.463,Admin,3095
5144,6192430021268,Souplesse deo femme 200ML divine moments,2025-01-14,6.0,5.444,6.5,4.575,5.463,Admin,3096
5145,6192430021237,Souplesse deo 200ML homme energy,2025-01-14,6.0,5.444,6.5,4.575,5.5,Admin,3091
5146,6192430021268,Souplesse deo femme 200ML divine moments,2025-01-14,6.0,4.575,5.463,4.575,5.5,Admin,3096
5147,6192430021251,Souplesse deo femme 200ML sensuel,2025-01-14,6.0,4.575,5.463,4.575,5.5,Admin,3095
5148,6192430021220,Souplesse deo femme 200ML fruité,2025-01-14,6.0,5.112121,7.1002248569,4.575,5.5,Admin,3097
5149,6192430021244,Souplesse deo femme lpanema nights 200 ml,2025-01-14,6.0,5.112121,7.1002248569,4.575,5.5,Admin,3093
5150,6192430019357,Souplesse deo homme 200ML dark passion,2025-01-14,6.0,5.112121,7.1002248569,4.575,5.5,Admin,3094
5151,6192430003806,Souplesse deo homme 200ML minéral,2025-01-14,6.0,5.112121,7.1002248569,4.575,5.5,Admin,3092
5152,6192430019357,Souplesse deo homme 200ML dark passion,2025-01-14,6.0,4.575,5.5,5.113,6.5,Admin,3094
5153,6192430003806,Souplesse deo homme 200ML minéral,2025-01-14,6.0,4.575,5.5,5.113,6.5,Admin,3092
5154,6192430021237,Souplesse deo 200ML homme energy,2025-01-14,6.0,4.575,5.5,5.113,6.5,Admin,3091
5155,6192430021268,Souplesse deo femme 200ML divine moments,2025-01-14,6.0,4.575,5.5,5.113,6.5,Admin,3096
5156,6192430021251,Souplesse deo femme 200ML sensuel,2025-01-14,6.0,4.575,5.5,5.113,6.5,Admin,3095
5157,6192430021220,Souplesse deo femme 200ML fruité,2025-01-14,6.0,4.575,5.5,5.113,6.5,Admin,3097
5158,6192430021244,Souplesse deo femme 200ML lpanema nights,2025-01-14,6.0,4.575,5.5,5.113,6.5,Admin,3093
5159,6192409006180,Dex Gel Machine Jasmin 5 L,2025-01-14,4.0,19.255,24.0,19.255,22.3,Admin,2268
5160,6192011813343,Lilas Clip Super 9 Parfume,2025-01-15,13.0,2.464,2.901,2.464,3.2,Admin,1002
5161,6192011803818,Lilas clip super 9 (bleu),2025-01-15,36.0,2.527,2.9,2.527,3.2,Admin,1005
5162,6192011804280,Lilas Clip Nuit 8,2025-01-15,57.0,2.43,2.9,2.43,3.2,Admin,1006
5163,6192011813329,Lilas Clip Nuit 8 Plus,2025-01-15,18.0,2.542,2.9,2.542,3.2,Admin,1003
5164,6192011803733,Lilas clip normal vert 10,2025-01-15,44.0,2.527,2.9,2.527,3.2,Admin,2869
5165,6192457503075,Dumax lave main 1L fruit rouge,2025-01-16,1.0,4.559,5.4986099,4.56,5.5,Admin,2438
5166,6192457503082,Dumax lave main 1L lait de miel,2025-01-16,1.0,4.559,5.4986099,4.56,5.5,Admin,2439
5167,6192457501804,Dumax lave main 1L fraicheur,2025-01-16,0.0,4.559,5.499,4.56,5.5,Admin,2440
5168,6192457501903,Dumax lave main 1L péche,2025-01-16,0.0,4.559,5.4986099,4.56,5.5,Admin,2441
5169,6192457501828,Dumax lave main 1L cypres,2025-01-16,0.0,4.559,5.5,4.56,5.5,Admin,2442
5170,6192457501897,Dumax lave main 1L violettes,2025-01-16,0.0,4.559,5.4986099,4.56,5.5,Admin,2443
5171,6192457501811,Dumax lave main 1L bergamote verviene,2025-01-16,0.0,4.559,5.499,4.56,5.5,Admin,2444
5172,6192436000465,Softy clean lingettes 40P,2025-01-16,5.0,4.501,5.981829,4.501,6.0,Admin,2646
5173,6291069701784,pack vatika lot3,2025-01-16,0.0,1.0,1.0,7.0,9.999,Admin,3087
5174,6192430017162,Nadhif poudre mains regular 1 kg,2025-01-16,7.0,5.727,6.701,4.5,5.265,Admin,2922
5175,6192430017162,Nadhif poudre mains regular 1 kg,2025-01-16,7.0,4.5,5.265,5.726,6.7,Admin,2922
5176,6192026300685,Jmal alys savon pomme 5 L,2025-01-20,3.0,15.423,17.7,15.0,17.7,Admin,3050
5177,6192011811639,Lilas Lingette Antibacterienne 15,2025-01-20,0.0,1.128,1.5,1.208,1.5,Admin,986
5178,6192011804280,Lilas Clip Nuit 8,2025-01-20,56.0,2.43,3.2,2.437,3.199,Admin,1006
5179,6192011803689,Lilas Nett Classic,2025-01-20,14.0,2.3,3.0,2.325,2.999,Admin,1028
5180,6192011809353,lilas Lingette Bebe 72 Confort Max Avec Lid,2025-01-20,0.0,4.089,5.2,4.333,5.599,Admin,989
5181,6192011811530,Lilas lingette clean Lot de 3,2025-01-20,1.0,5.7,8.4,6.0,8.599,Admin,1010
5182,6192011814531,Lilas couche jumbo 15-25 Confort Max + 4 T5,2025-01-20,0.0,26.669,29.899,27.0,29.9,Admin,2936
5183,101012021400,Serpillere PM,2025-01-20,0.0,1.02,1.5,0.75,1.5,Admin,2099
5184,6192433202176,Serpillere blanc,2025-01-20,0.0,2.015,2.6,1.0,1.498,Admin,663
5185,6001106103675,Vanish gel détachant 450 ML,2025-01-20,1.0,7.75761,8.9,6.2,8.9,Admin,1884
5186,6133624000874,citra brosse Tete de loup bp01,2025-01-21,2.0,6.2,7.5,6.2,6.9,Admin,617
5187,6192011814531,Lilas couche jumbo 15-25 Confort Max + 4 T5,2025-01-21,12.0,26.699,29.5664726,26.699,29.9,Admin,2936
5188,6192011814524,ilas couche jumbo 9-18 Confort Max + 4 T4,2025-01-21,16.0,26.699,29.9002101,26.699,29.9,Admin,3016
5189,6192011804167,Lilas couche adulte 15 medium,2025-01-21,8.0,20.85,22.899555,20.85,27.899,Admin,980
5190,6192011804167,Lilas couche adulte 15 medium,2025-01-21,8.0,20.85,27.899,20.85,25.5,Admin,980
5191,6192011814203,Lilas Lingette Bebe Lot 3 (20),2025-01-21,61.0,2.744,3.8089464,2.744,3.2,Admin,2366
5192,6192011809193,Lilas couche Pants M 10 PCS,2025-01-21,11.0,17.67507,20.900770275,17.675,19.9,Admin,978
5193,6192011813381,Lilas couche pants large 10 PS,2025-01-21,10.0,18.95432,20.900928664,18.954,20.901,Admin,976
5194,6192011813398,Lilas couche pants M 14PS,2025-01-21,6.0,23.54415,25.898565,23.544,25.899,Admin,977
5195,6192011813404,Lilas couche pants large 14 PS,2025-01-21,6.0,25.40769,27.900184389,25.408,27.9,Admin,975
5196,6192011804150,Lilas couche adulte 15 Large,2025-01-21,9.0,23.74169,27.497625358,23.742,25.9,Admin,979
5197,6192011804167,Lilas couche adulte 15 medium,2025-01-21,8.0,20.85,25.5,20.85,23.0,Admin,980
5198,6192430021312,Nadhif Complet propreté et fraicheur 2.5L,2025-01-21,4.0,13.34,16.5,13.34,15.9,Admin,2515
5199,CACH01,Cachemire blanc,2025-01-21,23.0,0.26,0.35,0.26,0.75,Admin,3103
5200,8003650011954,Wc net gel crystal pink flowers 750 ml,2025-01-22,12.0,5.593,7.3,5.593,6.488,Admin,3002
5201,8003650011954,Wc net gel crystal pink flowers 750 ml,2025-01-22,12.0,5.593,6.488,5.593,7.3,Admin,3002
5202,6192465801408,Zynia Body Splash Séductrice 250mL,2025-01-22,7.0,9.73539,11.500416207,9.735,11.5,Admin,2284
5203,6192000718062,Sunsilk SHP 350ml noix de coco,2025-01-23,42.0,4.584,5.3,4.584,5.899,Admin,1491
5204,8718951553828,Colgate dentifrices Max white,2025-01-23,0.0,4.44,5.6,4.036,5.599,Admin,1233
5205,8718951580909,Colgate dentifrices sensation white,2025-01-23,0.0,4.44,5.6,4.036,5.599,Admin,1239
5206,8718951288911,Colgate dentefrice max fresh spicy fresh 75 ML,2025-01-23,7.0,4.036,5.4,4.036,4.9,Admin,2839
5207,8718951290952,Colgate dentifrices 75ml max fresh menthe propre,2025-01-23,17.0,4.035885,5.3988033645,4.036,4.9,Admin,1240
5208,8718951654129,Colgate dentifrices 75ml max fresh menthe frisson,2025-01-23,17.0,4.035885,4.89956439,4.036,4.9,Admin,2837
5209,8718951580909,Colgate dentifrices sensation white,2025-01-23,24.0,4.035885,5.597772495,4.036,4.9,Admin,1239
5210,8718951553828,Colgate dentifrices Max white,2025-01-23,24.0,4.035885,5.597772495,4.036,4.9,Admin,1233
5211,7898606741709,Brasil cacau smoothing protein dose 110ml,2025-01-24,24.0,75.143,97.6859,76.148,98.993,Admin,2882
5212,6192488200677,H.Zone teinture lalo 715,2025-01-24,0.0,7.797,8.899,7.797,8.9,Admin,3128
